"三阶段的【阈值】","离散数据【方法】","本次的【离散度】","此次的源【文件】","流程是否涉及排序","本次全部的关系数","本次程序运行时间","含五表型的关系数","其中含特定基因数","无关基因的比重为","三阶段执行时间为","【特定基因】比重","满足的【关系】为"
"0.02 0.01 0.01","interval",8,"D:\RST\Gene100_3.csv","FALSE",474,24.7901499986649,20,4,"p`= 0.16","P = 1",1472883543.203," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","interval",8,"D:\RST\Gene100_4.csv","FALSE",618,33.346816666921,16,4,"p`= 0.12","P = 1",1472885914.012," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","interval",8,"D:\RST\Gene100_5.csv","FALSE",499,27.0331500013669,15,4,"p`= 0.11","P = 1",1472887928.207," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.01 0.01 0.01","interval",7,"D:\RST\Gene100_1.csv","FALSE",618,49.595916668574,33,7,"p`= 0.26","P = 1.75",1472891209.17," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",7,"D:\RST\Gene100_2.csv","FALSE",709,50.9588000019391,27,8,"p`= 0.19","P = 2",1472894574.817," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [Bcry,GRMZM2G108457] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",7,"D:\RST\Gene100_3.csv","FALSE",654,46.2784666697184,25,5,"p`= 0.2","P = 1.25",1472897656.713," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",7,"D:\RST\Gene100_4.csv","FALSE",764,53.5503166675568,26,7,"p`= 0.19","P = 1.75",1472901189.489," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",7,"D:\RST\Gene100_5.csv","FALSE",699,50.0454499999682,23,7,"p`= 0.16","P = 1.75",1472904512.132," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [Bcry,GRMZM2G108457] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.015 0.015 0.015","interval",7,"D:\RST\Gene100_1.csv","FALSE",405,33.9403500000636,17,6,"p`= 0.11","P = 1.5",1472906874.37," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.015 0.015 0.015","interval",7,"D:\RST\Gene100_2.csv","FALSE",465,34.8832000017166,19,7,"p`= 0.12","P = 1.75",1472909287.341," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [AC,GRMZM2G152135]"
"0.015 0.015 0.015","interval",7,"D:\RST\Gene100_3.csv","FALSE",408,26.7203499992689,18,4,"p`= 0.14","P = 1",1472911189.106," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","interval",7,"D:\RST\Gene100_4.csv","FALSE",496,37.59375,17,5,"p`= 0.12","P = 1.25",1472913738.096," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.015 0.015 0.015","interval",7,"D:\RST\Gene100_5.csv","FALSE",440,34.6916333317757,15,4,"p`= 0.11","P = 1",1472916208.611," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","interval",7,"D:\RST\Gene100_1.csv","FALSE",277,8.58693333466848,12,5,"p`= 0.07","P = 1.25",1472916848.453," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.02 0.02 0.02","interval",7,"D:\RST\Gene100_2.csv","FALSE",326,9.45708333651225,11,5,"p`= 0.06","P = 1.25",1472917532.146," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.02 0.02 0.02","interval",7,"D:\RST\Gene100_3.csv","FALSE",275,21.9655499974887,11,2,"p`= 0.09","P = 0.5",1472918965.428," [LUT,GRMZM2G300348] [Bcry,GRMZM2G152135]"
"0.02 0.02 0.02","interval",7,"D:\RST\Gene100_4.csv","FALSE",344,32.530166665713,8,4,"p`= 0.04","P = 1",1472921309.628," [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","interval",7,"D:\RST\Gene100_5.csv","FALSE",314,24.692700000604,12,3,"p`= 0.09","P = 0.75",1472923185.538," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",7,"D:\RST\Gene100_1.csv","FALSE",208,15.4309416691462,10,3,"p`= 0.07","P = 0.75",1472924348.024," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",7,"D:\RST\Gene100_2.csv","FALSE",233,12.5760333339373,6,3,"p`= 0.03","P = 0.75",1472925398.077," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966]"
"0.025 0.025 0.025","interval",7,"D:\RST\Gene100_3.csv","FALSE",205,7.9463666677475,7,3,"p`= 0.04","P = 0.75",1472926135.3435," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",7,"D:\RST\Gene100_4.csv","FALSE",271,7.39495000044505,8,4,"p`= 0.04","P = 1",1472926694.6035," [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",7,"D:\RST\Gene100_5.csv","FALSE",246,6.00268333355586,10,3,"p`= 0.07","P = 0.75",1472927173.3205," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","interval",7,"D:\RST\Gene100_1.csv","FALSE",469,9.34583333333333,22,6,"p`= 0.16","P = 1.5",1472927847.8575," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.02 0.01 0.01","interval",7,"D:\RST\Gene100_2.csv","FALSE",543,10.213583334287,18,6,"p`= 0.12","P = 1.5",1472928569.3825," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.02 0.01 0.01","interval",7,"D:\RST\Gene100_3.csv","FALSE",464,7.72400000095367,20,4,"p`= 0.16","P = 1",1472929144.0185," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","interval",7,"D:\RST\Gene100_4.csv","FALSE",622,10.4395166635513,16,4,"p`= 0.12","P = 1",1472929878.6465," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","interval",7,"D:\RST\Gene100_5.csv","FALSE",507,8.86973333358765,17,4,"p`= 0.13","P = 1",1472930519.4695," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.01 0.01 0.01","interval",6,"D:\RST\Gene100_1.csv","FALSE",630,18.2351583321889,29,6,"p`= 0.23","P = 1.5",1472931724.212," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",6,"D:\RST\Gene100_2.csv","FALSE",682,18.0593916654587,26,8,"p`= 0.18","P = 2",1472932926.2685," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [Bcry,GRMZM2G108457] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",6,"D:\RST\Gene100_3.csv","FALSE",629,15.8273000001907,26,6,"p`= 0.2","P = 1.5",1472933983.9525," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [AC,GRMZM2G300348] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",6,"D:\RST\Gene100_4.csv","FALSE",740,18.7873000025749,23,6,"p`= 0.17","P = 1.5",1472935219.0785," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",6,"D:\RST\Gene100_5.csv","FALSE",682,17.4612166682879,23,7,"p`= 0.16","P = 1.75",1472936379.2605," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [AC,GRMZM2G152135]"
"0.015 0.015 0.015","interval",6,"D:\RST\Gene100_1.csv","FALSE",402,11.6920833309491,17,4,"p`= 0.13","P = 1",1472937188.4235," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","interval",6,"D:\RST\Gene100_2.csv","FALSE",449,12.2691833337148,15,6,"p`= 0.09","P = 1.5",1472938032.5945," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.015 0.015 0.015","interval",6,"D:\RST\Gene100_3.csv","FALSE",419,10.0932249983152,19,4,"p`= 0.15","P = 1",1472938746.668," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","interval",6,"D:\RST\Gene100_4.csv","FALSE",481,12.3172000010808,11,4,"p`= 0.07","P = 1",1472939593.843," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","interval",6,"D:\RST\Gene100_5.csv","FALSE",450,11.3965833346049,16,6,"p`= 0.1","P = 1.5",1472940386.471," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.02 0.02 0.02","interval",6,"D:\RST\Gene100_1.csv","FALSE",283,8.07680000066757,11,3,"p`= 0.08","P = 0.75",1472940980.046," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","interval",6,"D:\RST\Gene100_2.csv","FALSE",321,8.87321666876475,8,3,"p`= 0.05","P = 0.75",1472941620.757," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","interval",6,"D:\RST\Gene100_3.csv","FALSE",279,6.90833333333333,12,4,"p`= 0.08","P = 1",1472942149.923," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","interval",6,"D:\RST\Gene100_4.csv","FALSE",338,9.11161666711171,6,3,"p`= 0.03","P = 0.75",1472942804.585," [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","interval",6,"D:\RST\Gene100_5.csv","FALSE",327,7.57534999847412,11,3,"p`= 0.08","P = 0.75",1472943367.711," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",6,"D:\RST\Gene100_1.csv","FALSE",213,5.9784500002861,9,3,"p`= 0.06","P = 0.75",1472943834.334," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",6,"D:\RST\Gene100_2.csv","FALSE",239,6.86535000006358,7,3,"p`= 0.04","P = 0.75",1472944355.931," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",6,"D:\RST\Gene100_3.csv","FALSE",198,4.88265000184377,7,3,"p`= 0.04","P = 0.75",1472944758.916," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",6,"D:\RST\Gene100_4.csv","FALSE",262,7.02621666590373,7,3,"p`= 0.04","P = 0.75",1472945288.864," [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",6,"D:\RST\Gene100_5.csv","FALSE",237,5.60985833406448,7,3,"p`= 0.04","P = 0.75",1472945734.2635," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","interval",6,"D:\RST\Gene100_1.csv","FALSE",476,9.21905000209808,17,4,"p`= 0.13","P = 1",1472946396.7365," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","interval",6,"D:\RST\Gene100_2.csv","FALSE",538,10.2960666656494,17,4,"p`= 0.13","P = 1",1472947123.1675," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","interval",6,"D:\RST\Gene100_3.csv","FALSE",451,7.76797500054042,19,4,"p`= 0.15","P = 1",1472947697.889," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","interval",6,"D:\RST\Gene100_4.csv","FALSE",615,10.5922833323479,18,4,"p`= 0.14","P = 1",1472948441.602," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","interval",6,"D:\RST\Gene100_5.csv","FALSE",506,8.56263333161672,16,4,"p`= 0.12","P = 1",1472949063.761," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.01 0.01 0.01","interval",5,"D:\RST\Gene100_1.csv","FALSE",590,17.1234833319982,29,5,"p`= 0.24","P = 1.25",1472950199.386," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",5,"D:\RST\Gene100_2.csv","FALSE",683,18.1974833329519,27,8,"p`= 0.19","P = 2",1472951399.399," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [Bcry,GRMZM2G108457] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",5,"D:\RST\Gene100_3.csv","FALSE",619,15.5175999999046,27,5,"p`= 0.22","P = 1.25",1472952441.156," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",5,"D:\RST\Gene100_4.csv","FALSE",782,18.1487249970436,22,5,"p`= 0.17","P = 1.25",1472953641.3075," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","interval",5,"D:\RST\Gene100_5.csv","FALSE",698,16.9967333316803,22,5,"p`= 0.17","P = 1.25",1472954769.0745," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.015 0.015 0.015","interval",5,"D:\RST\Gene100_1.csv","FALSE",380,11.3013500014941,16,4,"p`= 0.12","P = 1",1472955555.2735," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","interval",5,"D:\RST\Gene100_2.csv","FALSE",448,12.115600001812,17,6,"p`= 0.11","P = 1.5",1472956390.2075," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.015 0.015 0.015","interval",5,"D:\RST\Gene100_3.csv","FALSE",390,9.93334999879201,18,4,"p`= 0.14","P = 1",1472957094.7005," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","interval",5,"D:\RST\Gene100_4.csv","FALSE",510,12.0674166679382,13,4,"p`= 0.09","P = 1",1472957931.8685," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","interval",5,"D:\RST\Gene100_5.csv","FALSE",437,10.8316166679064,15,4,"p`= 0.11","P = 1",1472958690.2495," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","interval",5,"D:\RST\Gene100_1.csv","FALSE",265,7.63548333247503,11,3,"p`= 0.08","P = 0.75",1472959256.2515," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","interval",5,"D:\RST\Gene100_2.csv","FALSE",324,8.6967666665713,9,4,"p`= 0.05","P = 1",1472959887.4885," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","interval",5,"D:\RST\Gene100_3.csv","FALSE",267,7.33247499863307,14,3,"p`= 0.11","P = 0.75",1472960439.727," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","interval",5,"D:\RST\Gene100_4.csv","FALSE",347,9.33480000098546,6,2,"p`= 0.04","P = 0.5",1472961112.391," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348]"
"0.02 0.02 0.02","interval",5,"D:\RST\Gene100_5.csv","FALSE",314,7.99943333466848,10,3,"p`= 0.07","P = 0.75",1472961709.139," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",5,"D:\RST\Gene100_1.csv","FALSE",200,5.85564999977748,8,3,"p`= 0.05","P = 0.75",1472962177.77," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",5,"D:\RST\Gene100_2.csv","FALSE",244,6.49523333311081,7,3,"p`= 0.04","P = 0.75",1472962678.838," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","interval",5,"D:\RST\Gene100_3.csv","FALSE",204,4.85528333187103,9,2,"p`= 0.07","P = 0.5",1472963080.434," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966]"
"0.025 0.025 0.025","interval",5,"D:\RST\Gene100_4.csv","FALSE",261,6.65736666520437,6,2,"p`= 0.04","P = 0.5",1472963590.194," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348]"
"0.025 0.025 0.025","interval",5,"D:\RST\Gene100_5.csv","FALSE",244,5.43519999980927,7,3,"p`= 0.04","P = 0.75",1472964026.87," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
