"三阶段的【阈值】","离散数据【方法】","本次的【离散度】","此次的源【文件】","流程是否涉及排序","本次全部的关系数","本次程序运行时间","含五表型的关系数","其中含特定基因数","无关基因的比重为","三阶段执行时间为","【特定基因】比重","满足的【关系】为"
"0.02 0.02 0.02","quantile",6,"D:\RST\Gene100_1.csv","FALSE",230,7.88477288087209,12,3,"p`= 0.09","P = 0.75",1472878971.76044," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",6,"D:\RST\Gene100_2.csv","FALSE",262,8.13323176701864,8,3,"p`= 0.05","P = 0.75",1472879572.56738," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",6,"D:\RST\Gene100_3.csv","FALSE",219,6.24062348604202,12,4,"p`= 0.08","P = 1",1472880060.80253," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",6,"D:\RST\Gene100_4.csv","FALSE",263,7.64777183532715,9,3,"p`= 0.06","P = 0.75",1472880630.81452," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",6,"D:\RST\Gene100_5.csv","FALSE",247,7.83543396393458,15,4,"p`= 0.11","P = 1",1472881216.46624," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.025 0.025 0.025","quantile",6,"D:\RST\Gene100_1.csv","FALSE",182,5.43613421916962,9,3,"p`= 0.06","P = 0.75",1472881653.36659," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",6,"D:\RST\Gene100_2.csv","FALSE",191,5.39150435129801,7,3,"p`= 0.04","P = 0.75",1472882092.46065," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",6,"D:\RST\Gene100_3.csv","FALSE",166,4.3252521832784,10,4,"p`= 0.06","P = 1",1472882463.05205," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",6,"D:\RST\Gene100_4.csv","FALSE",188,4.94565883080165,9,3,"p`= 0.06","P = 0.75",1472882870.52153," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",6,"D:\RST\Gene100_5.csv","FALSE",192,5.74707381725311,12,2,"p`= 0.1","P = 0.5",1472883326.90791," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",6,"D:\RST\Gene100_1.csv","FALSE",328,8.40032554864883,19,3,"p`= 0.16","P = 0.75",1472883941.81965," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",6,"D:\RST\Gene100_2.csv","FALSE",373,8.95332163572311,17,3,"p`= 0.14","P = 0.75",1472884591.45666," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",6,"D:\RST\Gene100_3.csv","FALSE",308,6.78626908461253,22,4,"p`= 0.18","P = 1",1472885113.98229," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",6,"D:\RST\Gene100_4.csv","FALSE",377,8.10211453437805,18,4,"p`= 0.14","P = 1",1472885711.11797," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",6,"D:\RST\Gene100_5.csv","FALSE",344,8.00860289732615,21,4,"p`= 0.17","P = 1",1472886302.7528," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",5,"D:\RST\Gene100_1.csv","FALSE",519,16.7932484825452,27,4,"p`= 0.23","P = 1",1472887420.91011," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.01 0.01 0.01","quantile",5,"D:\RST\Gene100_2.csv","FALSE",575,18.064192934831,24,5,"p`= 0.19","P = 1.25",1472888616.16486," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",5,"D:\RST\Gene100_3.csv","FALSE",456,13.9441615859667,28,5,"p`= 0.23","P = 1.25",1472889563.45358," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",5,"D:\RST\Gene100_4.csv","FALSE",624,17.8396462798119,23,6,"p`= 0.17","P = 1.5",1472890745.15835," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G108457] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",5,"D:\RST\Gene100_5.csv","FALSE",545,17.6618676026662,23,7,"p`= 0.16","P = 1.75",1472891925.91884," [ZEA,GRMZM2G152135] [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [BC,GRMZM2G108457] [AC,GRMZM2G152135]"
"0.015 0.015 0.015","quantile",5,"D:\RST\Gene100_1.csv","FALSE",328,11.0670773347219,15,3,"p`= 0.12","P = 0.75",1472892705.2014," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",5,"D:\RST\Gene100_2.csv","FALSE",356,12.2901606520017,15,4,"p`= 0.11","P = 1",1472893553.37116," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",5,"D:\RST\Gene100_3.csv","FALSE",310,8.86888068119685,19,4,"p`= 0.15","P = 1",1472894196.81972," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.015 0.015 0.015","quantile",5,"D:\RST\Gene100_4.csv","FALSE",381,11.4900253494581,13,4,"p`= 0.09","P = 1",1472894998.44843," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",5,"D:\RST\Gene100_5.csv","FALSE",344,11.3014153838158,17,5,"p`= 0.12","P = 1.25",1472895796.8581," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [AC,GRMZM2G152135]"
"0.02 0.02 0.02","quantile",5,"D:\RST\Gene100_1.csv","FALSE",224,7.19946928421656,12,3,"p`= 0.09","P = 0.75",1472896341.04399," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",5,"D:\RST\Gene100_2.csv","FALSE",265,7.7319026350975,8,3,"p`= 0.05","P = 0.75",1472896915.88921," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",5,"D:\RST\Gene100_3.csv","FALSE",204,5.98754500150681,11,3,"p`= 0.08","P = 0.75",1472897385.61674," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",5,"D:\RST\Gene100_4.csv","FALSE",244,7.52244424819946,6,3,"p`= 0.03","P = 0.75",1472897947.38884," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",5,"D:\RST\Gene100_5.csv","FALSE",263,8.05332630077998,16,4,"p`= 0.12","P = 1",1472898540.99043," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.025 0.025 0.025","quantile",5,"D:\RST\Gene100_1.csv","FALSE",176,4.92825293540955,9,2,"p`= 0.07","P = 0.5",1472898947.76667," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",5,"D:\RST\Gene100_2.csv","FALSE",179,5.62068461974462,7,3,"p`= 0.04","P = 0.75",1472899397.96683," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",5,"D:\RST\Gene100_3.csv","FALSE",157,4.26283381779989,9,3,"p`= 0.06","P = 0.75",1472899766.61426," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",5,"D:\RST\Gene100_4.csv","FALSE",192,5.06453636487325,7,3,"p`= 0.04","P = 0.75",1472900180.73171," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",5,"D:\RST\Gene100_5.csv","FALSE",186,5.78466723362605,12,3,"p`= 0.09","P = 0.75",1472900640.16568," [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.02 0.01 0.01","quantile",5,"D:\RST\Gene100_1.csv","FALSE",323,8.31235369841258,18,3,"p`= 0.15","P = 0.75",1472901249.32963," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",5,"D:\RST\Gene100_2.csv","FALSE",366,9.19574323495229,16,4,"p`= 0.12","P = 1",1472901913.00485," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",5,"D:\RST\Gene100_3.csv","FALSE",304,6.14879025220871,22,3,"p`= 0.19","P = 0.75",1472902393.2304," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
